ID1,ID2,Num_Mums,Total_mums_length
55,152,1161,43343
55,153,1162,43352
55,154,1171,43395
55,158,803,34103
55,162,1172,43669
55,163,1164,43849
55,164,761,29051
55,168,585,21424
55,169,1142,44708
55,172,1231,49332
55,175,1560,72573
55,178,1319,53802
55,180,1546,70208
55,181,1177,45276
55,182,1111,42825
55,183,580,21258
55,185,572,21561
55,189,580,21268
55,190,654,22130
55,193,1442,59827
55,194,1441,59812
55,195,1447,59901
55,196,1428,59515
55,197,1447,59916
55,198,1430,59637
56,152,305,9880
56,153,304,9871
56,154,304,9857
56,158,313,10486
56,162,327,10375
56,163,324,10344
56,164,209,6572
56,168,150,4574
56,169,331,10694
56,172,349,11729
56,175,474,16858
56,178,366,12494
56,180,458,16133
56,181,318,10429
56,182,309,9820
56,183,150,4573
56,185,141,4641
56,189,150,4365
56,190,237,7023
56,193,398,13671
56,194,404,13798
56,195,399,13693
56,196,399,13682
56,197,403,13768
56,198,400,13716
57,152,1084,42098
57,153,1082,42019
57,154,1084,41990
57,158,982,40339
57,162,1104,42958
57,163,1088,43013
57,164,845,31252
57,168,524,20082
57,169,1208,47699
57,172,1120,47401
57,175,1315,63594
57,178,1214,52489
57,180,1388,71167
57,181,1115,44642
57,182,1063,41900
57,183,521,20032
57,185,638,23438
57,189,633,22917
57,190,595,20801
57,193,1277,57622
57,194,1280,57784
57,195,1277,57623
57,196,1272,57476
57,197,1277,57758
57,198,1277,57695
60,152,1375,51535
60,153,1375,51482
60,154,1388,51711
60,158,1001,41793
60,162,1408,52850
60,163,1410,53020
60,164,870,31653
60,168,627,22380
60,169,1369,54128
60,172,1548,66104
60,175,1617,69204
60,178,1621,70379
60,180,1676,74598
60,181,1461,55990
60,182,1316,50121
60,183,619,22105
60,185,618,22712
60,189,659,23959
60,190,740,26208
60,193,1761,80776
60,194,1763,80816
60,195,1754,80607
60,196,1763,80738
60,197,1764,80851
60,198,1751,80319
61,152,978,37074
61,153,976,36988
61,154,986,37153
61,158,942,36017
61,162,975,37674
61,163,967,37772
61,164,330,138616
61,168,510,17890
61,169,980,38897
61,172,766,28786
61,175,814,31228
61,178,832,30626
61,180,877,32670
61,181,1010,39481
61,182,959,35688
61,183,518,18107
61,185,315,11549
61,189,505,17634
61,190,406,13574
61,193,902,33567
61,194,899,33488
61,195,901,33539
61,196,898,33456
61,197,899,33492
61,198,901,33554
62,152,982,37114
62,153,980,37028
62,154,990,37193
62,158,945,36028
62,162,980,37732
62,163,972,37830
62,164,345,138527
62,168,510,17881
62,169,981,38881
62,172,765,28755
62,175,812,31171
62,178,829,30551
62,180,873,32582
62,181,1014,39518
62,182,960,35646
62,183,518,18098
62,185,314,11534
62,189,505,17646
62,190,405,13566
62,193,900,33512
62,194,897,33433
62,195,898,33464
62,196,896,33401
62,197,897,33437
62,198,899,33499
64,152,1270,46428
64,153,1268,46373
64,154,1255,46223
64,158,952,38414
64,162,1287,47413
64,163,1287,47389
64,164,775,29253
64,168,589,21427
64,169,1266,48694
64,172,1801,120490
64,175,1439,59969
64,178,1456,61033
64,180,1501,63253
64,181,1308,49404
64,182,1218,45932
64,183,584,21364
64,185,588,21611
64,189,596,21686
64,190,636,22499
64,193,1594,67700
64,194,1593,67581
64,195,1595,67699
64,196,1599,67591
64,197,1596,67623
64,198,1585,67311
65,152,1226,48406
65,153,1230,48394
65,154,1223,48175
65,158,819,38014
65,162,1248,49844
65,163,1233,49766
65,164,836,32524
65,168,605,22395
65,169,1379,55781
65,172,1183,47012
65,175,1315,55229
65,178,1277,52273
65,180,1411,59329
65,181,1280,52018
65,182,1200,47945
65,183,591,22170
65,185,513,18611
65,189,574,20828
65,190,690,22789
65,193,1392,57415
65,194,1386,57251
65,195,1397,57430
65,196,1388,57305
65,197,1383,57231
65,198,1371,56927
66,152,1266,47971
66,153,1268,47946
66,154,1276,48119
66,158,933,39335
66,162,1281,48639
66,163,1275,48808
66,164,791,30126
66,168,601,21862
66,169,1287,50534
66,172,1357,54897
66,175,1688,80702
66,178,1467,60377
66,180,1695,78276
66,181,1331,51212
66,182,1235,47093
66,183,608,21921
66,185,744,28384
66,189,587,21424
66,190,660,22481
66,193,1553,66481
66,194,1551,66459
66,195,1558,66608
66,196,1550,66356
66,197,1547,66410
66,198,1534,66079
67,152,303,13932
67,153,299,13878
67,154,311,14007
67,158,521,20296
67,162,301,13817
67,163,304,14007
67,164,347,13443
67,168,479,47978
67,169,379,15812
67,172,322,13961
67,175,328,14531
67,178,310,13711
67,180,341,14979
67,181,310,14316
67,182,311,14235
67,183,464,50249
67,185,225,8707
67,189,288,10886
67,190,199,6912
67,193,330,14789
67,194,333,14818
67,195,330,14790
67,196,330,14793
67,197,333,14837
67,198,333,14838
69,152,1392,53208
69,153,1392,53157
69,154,1403,53404
69,158,995,43172
69,162,1404,54065
69,163,1396,54103
69,164,867,32331
69,168,654,23579
69,169,1364,55358
69,172,1440,60135
69,175,1786,86903
69,178,1634,69332
69,180,696,154739
69,181,1460,57356
69,182,1384,52908
69,183,658,23550
69,185,680,25569
69,189,629,23047
69,190,744,25553
69,193,1718,77206
69,194,1724,77449
69,195,1724,77290
69,196,1718,77183
69,197,1724,77474
69,198,1709,77058
74,152,1529,62105
74,153,1524,61941
74,154,1547,62452
74,158,1015,49669
74,162,1517,63554
74,163,1511,63657
74,164,965,36691
74,168,698,25272
74,169,1505,66844
74,172,1493,61027
74,175,1704,74341
74,178,1615,69546
74,180,1793,80411
74,181,1564,67341
74,182,1522,60546
74,183,679,24739
74,185,646,23582
74,189,650,23593
74,190,729,25230
74,193,1766,78377
74,194,1780,78775
74,195,1765,78333
74,196,1768,78397
74,197,1776,78595
74,198,1757,78138
76,152,188,5966
76,153,189,5981
76,154,194,6096
76,158,335,9910
76,162,188,5916
76,163,190,5980
76,164,223,6738
76,168,337,10515
76,169,188,6067
76,172,190,6076
76,175,190,5970
76,178,180,5692
76,180,195,6182
76,181,195,6171
76,182,192,6043
76,183,334,10389
76,185,87,3019
76,189,175,5330
76,190,90,2257
76,193,203,6417
76,194,202,6396
76,195,202,6395
76,196,203,6400
76,197,206,6480
76,198,203,6397
77,152,1504,62380
77,153,1505,62295
77,154,1502,62401
77,158,998,48813
77,162,1520,64098
77,163,1514,64155
77,164,941,35950
77,168,703,25547
77,169,1439,66392
77,172,1318,51947
77,175,1476,61753
77,178,1421,57827
77,180,1629,66806
77,181,1577,67920
77,182,1472,59894
77,183,701,25356
77,185,557,20250
77,189,618,21784
77,190,643,21855
77,193,1554,66117
77,194,1553,65970
77,195,1559,66187
77,196,1546,65787
77,197,1551,65878
77,198,1547,65712
78,152,1429,54889
78,153,1432,54902
78,154,1445,55156
78,158,1000,43626
78,162,1439,55621
78,163,1426,55603
78,164,876,33158
78,168,645,23606
78,169,1451,58180
78,172,1491,62272
78,175,1804,87267
78,178,1629,71330
78,180,1865,95453
78,181,1500,58876
78,182,1420,54250
78,183,641,23543
78,185,684,26287
78,189,639,23501
78,190,747,25971
78,193,1759,80081
78,194,1778,80570
78,195,1761,80017
78,196,1767,80236
78,197,1777,80489
78,198,1768,80158
79,152,1426,54675
79,153,1428,54667
79,154,1445,55006
79,158,1001,43505
79,162,1439,55504
79,163,1428,55542
79,164,871,33008
79,168,642,23526
79,169,1453,58055
79,172,1488,62186
79,175,1799,86983
79,178,1620,71045
79,180,1866,95185
79,181,1502,58829
79,182,1417,54071
79,183,639,23473
79,185,687,26262
79,189,640,23516
79,190,747,25935
79,193,1758,79960
79,194,1773,80352
79,195,1760,79895
79,196,1764,80081
79,197,1769,80239
79,198,1761,79892
80,152,1428,54709
80,153,1432,54742
80,154,1448,55057
80,158,1006,43550
80,162,1441,55519
80,163,1432,55570
80,164,878,33089
80,168,641,23439
80,169,1454,57995
80,172,1495,62117
80,175,1813,87124
80,178,1634,71104
80,180,1866,95005
80,181,1507,58887
80,182,1424,54244
80,183,636,23363
80,185,684,26246
80,189,640,23474
80,190,746,25880
80,193,1769,79995
80,194,1785,80421
80,195,1772,79953
80,196,1775,80108
80,197,1784,80333
80,198,1777,80070
81,152,1428,54764
81,153,1431,54775
81,154,1447,55088
81,158,997,43516
81,162,1441,55647
81,163,1428,55611
81,164,872,32994
81,168,641,23520
81,169,1454,58168
81,172,1492,62218
81,175,1797,86990
81,178,1617,71045
81,180,1872,95357
81,181,1502,58878
81,182,1423,54223
81,183,638,23475
81,185,685,26240
81,189,644,23623
81,190,747,26004
81,193,1759,79964
81,194,1778,80421
81,195,1762,79938
81,196,1770,80192
81,197,1772,80228
81,198,1766,79943
83,152,1424,54687
83,153,1426,54678
83,154,1440,54919
83,158,997,43447
83,162,1439,55500
83,163,1429,55519
83,164,871,32972
83,168,644,23531
83,169,1457,58068
83,172,1491,62080
83,175,1806,87031
83,178,1616,70899
83,180,1869,95323
83,181,1503,58821
83,182,1425,54221
83,183,640,23466
83,185,684,26210
83,189,642,23563
83,190,746,25956
83,193,1765,80013
83,194,1783,80472
83,195,1768,79969
83,196,1773,80175
83,197,1778,80302
83,198,1771,80006
85,152,1428,54711
85,153,1432,54744
85,154,1448,55059
85,158,1007,43579
85,162,1441,55529
85,163,1432,55580
85,164,878,33089
85,168,641,23439
85,169,1454,58005
85,172,1495,62128
85,175,1813,87123
85,178,1633,71090
85,180,1866,95014
85,181,1507,58897
85,182,1424,54248
85,183,636,23363
85,185,684,26246
85,189,640,23474
85,190,746,25880
85,193,1770,80015
85,194,1786,80439
85,195,1773,79971
85,196,1776,80126
85,197,1785,80351
85,198,1776,80047
87,152,1423,54632
87,153,1425,54623
87,154,1442,54953
87,158,998,43464
87,162,1438,55496
87,163,1427,55512
87,164,878,33138
87,168,644,23514
87,169,1453,58066
87,172,1496,62237
87,175,1820,87232
87,178,1626,71029
87,180,1876,95427
87,181,1503,58837
87,182,1428,54280
87,183,641,23469
87,185,683,26124
87,189,644,23547
87,190,744,25844
87,193,1765,79997
87,194,1782,80430
87,195,1768,79953
87,196,1773,80149
87,197,1781,80343
87,198,1772,79992
89,152,1426,54655
89,153,1428,54646
89,154,1446,55011
89,158,1002,43552
89,162,1445,55569
89,163,1432,55562
89,164,874,33124
89,168,642,23475
89,169,1453,58039
89,172,1491,62089
89,175,1799,86996
89,178,1620,71053
89,180,1864,95294
89,181,1506,58896
89,182,1420,54099
89,183,639,23437
89,185,684,26194
89,189,640,23496
89,190,747,25919
89,193,1764,80000
89,194,1782,80469
89,195,1766,79940
89,196,1771,80145
89,197,1777,80305
89,198,1772,80047
90,152,1424,54774
90,153,1427,54785
90,154,1442,55084
90,158,1006,43732
90,162,1443,55744
90,163,1430,55726
90,164,876,33104
90,168,639,23425
90,169,1450,58129
90,172,1492,62383
90,175,1790,86821
90,178,1617,71085
90,180,1850,94937
90,181,1504,58986
90,182,1419,54233
90,183,635,23355
90,185,687,26348
90,189,642,23574
90,190,744,25918
90,193,1765,80193
90,194,1784,80670
90,195,1768,80149
90,196,1771,80309
90,197,1775,80470
90,198,1769,80150
91,152,495,19706
91,153,494,19662
91,154,498,19811
91,158,701,26118
91,162,485,19651
91,163,491,19943
91,164,495,18327
91,168,340,13058
91,169,502,20906
91,172,505,21719
91,175,653,28113
91,178,579,24034
91,180,715,31945
91,181,510,20721
91,182,484,20318
91,183,339,13021
91,185,273,10506
91,189,425,15974
91,190,328,11442
91,193,601,25692
91,194,593,25510
91,195,602,25731
91,196,597,25665
91,197,594,25528
91,198,595,25670
92,152,1582,67867
92,153,1581,67777
92,154,1569,67400
92,158,996,51757
92,162,1572,70111
92,163,1572,70127
92,164,975,38856
92,168,624,22788
92,169,1784,81008
92,172,1221,47482
92,175,1352,54182
92,178,1308,52746
92,180,1411,57410
92,181,1612,73577
92,182,1433,60094
92,183,627,22759
92,185,537,19664
92,189,566,19879
92,190,630,20412
92,193,1431,57578
92,194,1422,57548
92,195,1434,57606
92,196,1431,57638
92,197,1417,57438
92,198,1412,57266
98,152,1332,50272
98,153,1334,50229
98,154,1349,50621
98,158,966,40812
98,162,1346,50873
98,163,1337,50905
98,164,802,30616
98,168,612,22423
98,169,1323,51990
98,172,1373,56271
98,175,1376,146934
98,178,1540,63772
98,180,1775,85291
98,181,1390,53472
98,182,1287,49403
98,183,613,22256
98,185,696,26289
98,189,596,22057
98,190,679,23469
98,193,1646,71219
98,194,1643,71153
98,195,1651,71312
98,196,1645,71126
98,197,1641,71075
98,198,1619,70687
99,152,1336,50556
99,153,1335,50486
99,154,1349,50847
99,158,977,41296
99,162,1355,51273
99,163,1342,51273
99,164,805,30823
99,168,624,22740
99,169,1329,52493
99,172,1371,56522
99,175,1203,149076
99,178,1550,64502
99,180,1786,86537
99,181,1396,53909
99,182,1293,49619
99,183,619,22454
99,185,710,26770
99,189,598,22207
99,190,678,23590
99,193,1656,71946
99,194,1657,71971
99,195,1660,72056
99,196,1655,71827
99,197,1653,71828
99,198,1630,71431
101,152,1578,73396
101,153,1579,73272
101,154,1579,73081
101,158,964,56120
101,162,1577,76267
101,163,1581,76494
101,164,1021,41845
101,168,647,24139
101,169,1820,90700
101,172,1269,50592
101,175,1434,58451
101,178,1388,56554
101,180,1489,62279
101,181,1610,81011
101,182,1506,66001
101,183,631,23720
101,185,576,20778
101,189,586,21084
101,190,677,22307
101,193,1458,62117
101,194,1465,62277
101,195,1460,62168
101,196,1457,62093
101,197,1464,62195
101,198,1459,62156
103,152,1335,49963
103,153,1332,49900
103,154,1333,49749
103,158,970,40538
103,162,1319,50121
103,163,1310,50234
103,164,850,30881
103,168,608,21835
103,169,1342,52486
103,172,1456,58955
103,175,1638,67387
103,178,1623,72269
103,180,1676,71014
103,181,1376,52811
103,182,1329,48526
103,183,591,21462
103,185,603,22128
103,189,625,22938
103,190,712,24377
103,193,1720,74917
103,194,1716,74955
103,195,1724,74936
103,196,1720,74896
103,197,1711,74766
103,198,1703,74543
104,152,1341,49567
104,153,1336,49474
104,154,1336,49306
104,158,970,40019
104,162,1326,49773
104,163,1314,49809
104,164,857,30672
104,168,610,21616
104,169,1349,52063
104,172,1459,58488
104,175,1646,66991
104,178,1633,71724
104,180,1683,70751
104,181,1378,52367
104,182,1324,47980
104,183,592,21214
104,185,600,21780
104,189,616,22481
104,190,715,24253
104,193,1734,74754
104,194,1729,74765
104,195,1739,74792
104,196,1731,74676
104,197,1723,74557
104,198,1719,74415
105,152,1341,50666
105,153,1339,50623
105,154,1333,50564
105,158,971,41014
105,162,1355,51142
105,163,1345,51170
105,164,827,31052
105,168,596,21808
105,169,1337,52598
105,172,1378,56936
105,175,1734,86951
105,178,1507,63570
105,180,1709,83259
105,181,1383,53462
105,182,1268,48651
105,183,604,21892
105,185,700,26714
105,189,606,22312
105,190,708,23950
105,193,1610,70501
105,194,1607,70564
105,195,1609,70469
105,196,1606,70462
105,197,1610,70668
105,198,1587,70149
106,152,189,7635
106,153,189,7636
106,154,187,7529
106,158,190,7576
106,162,183,7553
106,163,180,7509
106,164,212,7510
106,168,307,11883
106,169,178,7351
106,172,177,7161
106,175,179,7282
106,178,181,7349
106,180,178,7350
106,181,187,7692
106,182,195,7767
106,183,304,11799
106,185,84,3573
106,189,179,6285
106,190,51,1375
106,193,179,7454
106,194,177,7437
106,195,177,7404
106,196,181,7498
106,197,179,7480
106,198,179,7471
107,152,1751,117851
107,153,1764,117780
107,154,1750,116225
107,158,948,67924
107,162,1618,122518
107,163,1663,122499
107,164,905,35987
107,168,585,21720
107,169,1472,66519
107,172,1145,43819
107,175,1271,49514
107,178,1236,48344
107,180,1317,52012
107,181,1607,124039
107,182,1368,54972
107,183,569,21419
107,185,506,18679
107,189,548,19387
107,190,550,18160
107,193,1349,52966
107,194,1346,53027
107,195,1349,52959
107,196,1349,53044
107,197,1342,52922
107,198,1344,53037
109,152,1160,44783
109,153,1158,44706
109,154,1165,44869
109,158,1068,43000
109,162,1186,45484
109,163,1175,45763
109,164,916,33490
109,168,577,21399
109,169,1172,47080
109,172,1245,50615
109,175,1475,69892
109,178,1319,56432
109,180,1598,80184
109,181,1213,47720
109,182,1130,44369
109,183,576,21396
109,185,659,24074
109,189,663,23721
109,190,579,20235
109,193,1417,62587
109,194,1416,62616
109,195,1417,62591
109,196,1405,62326
109,197,1414,62619
109,198,1408,62473
111,152,301,8907
111,153,301,8907
111,154,303,8894
111,158,148,4800
111,162,303,8915
111,163,303,8917
111,164,230,7044
111,168,526,16304
111,169,342,9952
111,172,277,8317
111,175,297,8890
111,178,293,8771
111,180,305,9218
111,181,310,9161
111,182,302,8963
111,183,527,16397
111,185,105,3251
111,189,178,5413
111,190,114,2972
111,193,312,9478
111,194,311,9441
111,195,312,9487
111,196,311,9435
111,197,312,9451
111,198,313,9487
113,152,303,13833
113,153,303,13861
113,154,312,13930
113,158,526,20208
113,162,308,13873
113,163,311,14043
113,164,351,13443
113,168,581,47230
113,169,376,15694
113,172,324,13889
113,175,334,14461
113,178,314,13742
113,180,338,14839
113,181,318,14362
113,182,318,14220
113,183,571,49613
113,185,230,8715
113,189,299,11086
113,190,201,6949
113,193,334,14728
113,194,334,14692
113,195,335,14748
113,196,334,14731
113,197,336,14753
113,198,339,14816
114,152,941,36005
114,153,938,35872
114,154,953,36267
114,158,878,34354
114,162,938,36565
114,163,937,36707
114,164,1619,117775
114,168,495,17471
114,169,937,37788
114,172,747,28059
114,175,785,30243
114,178,819,30113
114,180,836,31438
114,181,980,38261
114,182,928,34841
114,183,499,17628
114,185,297,11103
114,189,504,17522
114,190,399,13280
114,193,862,32468
114,194,857,32311
114,195,861,32446
114,196,859,32382
114,197,858,32330
114,198,862,32470
115,152,974,36960
115,153,971,36853
115,154,987,37122
115,158,941,35947
115,162,983,37785
115,163,971,37823
115,164,1235,132219
115,168,508,17893
115,169,976,39028
115,172,760,28792
115,175,814,31272
115,178,834,30766
115,180,869,32592
115,181,1019,39633
115,182,957,35638
115,183,516,18093
115,185,317,11601
115,189,506,17616
115,190,406,13617
115,193,891,33469
115,194,887,33333
115,195,890,33443
115,196,892,33462
115,197,887,33338
115,198,888,33404
116,152,1505,63194
116,153,1506,63150
116,154,1481,62701
116,158,969,48879
116,162,1516,65466
116,163,1510,65456
116,164,948,36741
116,168,685,25190
116,169,1632,73225
116,172,1296,52223
116,175,1492,62849
116,178,1435,59481
116,180,1598,68011
116,181,1527,68498
116,182,1449,60413
116,183,674,24840
116,185,594,21673
116,189,604,21603
116,190,686,23339
116,193,1541,66481
116,194,1539,66431
116,195,1541,66480
116,196,1537,66345
116,197,1538,66448
116,198,1531,66311
122,152,599,24945
122,153,601,24973
122,154,594,24819
122,158,758,30416
122,162,605,25357
122,163,603,25366
122,164,414,17069
122,168,278,12075
122,169,619,26831
122,172,622,28082
122,175,636,33895
122,178,634,29183
122,180,618,32868
122,181,611,26311
122,182,538,23414
122,183,284,12126
122,185,572,22226
122,189,311,12933
122,190,235,9203
122,193,653,30415
122,194,655,30477
122,195,654,30458
122,196,660,30582
122,197,659,30561
122,198,657,30535
125,152,1394,54821
125,153,1396,54777
125,154,1391,54828
125,158,1017,45710
125,162,1377,56012
125,163,1388,56081
125,164,896,32759
125,168,616,22853
125,169,1370,57696
125,172,1326,51989
125,175,1506,61912
125,178,1433,58298
125,180,1599,65954
125,181,1433,59090
125,182,1384,53351
125,183,590,22302
125,185,608,21870
125,189,577,21047
125,190,622,21101
125,193,1534,64017
125,194,1541,64199
125,195,1539,64075
125,196,1538,64092
125,197,1535,64111
125,198,1528,63893
127,152,1322,48603
127,153,1316,48475
127,154,1330,48696
127,158,963,39289
127,162,1335,49114
127,163,1333,49363
127,164,809,29762
127,168,593,21708
127,169,1303,50213
127,172,1388,55408
127,175,1844,85164
127,178,1510,61807
127,180,1778,80760
127,181,1387,51817
127,182,1228,46481
127,183,583,21308
127,185,676,25778
127,189,591,21649
127,190,678,23110
127,193,1636,68071
127,194,1636,68218
127,195,1638,68068
127,196,1634,67983
127,197,1633,68180
127,198,1620,67816
128,152,938,35618
128,153,935,35508
128,154,952,35872
128,158,887,34309
128,162,951,36560
128,163,945,36658
128,164,1732,107317
128,168,491,17428
128,169,955,37881
128,172,754,28364
128,175,820,30931
128,178,819,30276
128,180,881,32497
128,181,995,38326
128,182,922,34537
128,183,503,17693
128,185,324,11752
128,189,498,17252
128,190,385,13081
128,193,887,33040
128,194,881,32881
128,195,888,33054
128,196,887,33009
128,197,883,32926
128,198,884,32956
131,152,1415,54240
131,153,1419,54278
131,154,1409,54184
131,158,1010,43672
131,162,1427,55007
131,163,1424,55273
131,164,892,33278
131,168,655,23656
131,169,1402,56517
131,172,1533,64306
131,175,1673,72242
131,178,1666,72813
131,180,1738,78009
131,181,1472,58087
131,182,1392,52985
131,183,655,23609
131,185,647,23779
131,189,707,25298
131,190,780,27493
131,193,1174,153866
131,194,1165,154108
131,195,1187,153820
131,196,1168,153934
131,197,1176,153716
131,198,1271,152600
132,152,1412,54094
132,153,1417,54150
132,154,1407,54021
132,158,1002,43391
132,162,1418,54778
132,163,1412,54965
132,164,891,33345
132,168,650,23541
132,169,1412,56613
132,172,1526,64245
132,175,1674,72297
132,178,1674,73065
132,180,1736,77777
132,181,1464,57841
132,182,1389,52768
132,183,658,23667
132,185,645,23711
132,189,710,25345
132,190,779,27438
132,193,1174,153002
132,194,1168,153419
132,195,1179,152856
132,196,1167,153015
132,197,1180,152853
132,198,1258,151704
133,152,1415,54139
133,153,1420,54198
133,154,1411,54131
133,158,1011,43593
133,162,1427,54917
133,163,1423,55153
133,164,890,33298
133,168,658,23707
133,169,1409,56631
133,172,1536,64310
133,175,1669,72164
133,178,1673,72885
133,180,1739,77944
133,181,1468,57914
133,182,1393,52873
133,183,659,23672
133,185,646,23742
133,189,708,25324
133,190,779,27474
133,193,1189,153659
133,194,1174,153940
133,195,1195,153583
133,196,1170,153685
133,197,1177,153449
133,198,1276,152425
134,152,1416,54272
134,153,1420,54315
134,154,1413,54294
134,158,1011,43661
134,162,1427,55023
134,163,1421,55224
134,164,893,33362
134,168,660,23763
134,169,1405,56638
134,172,1535,64392
134,175,1675,72288
134,178,1673,73080
134,180,1734,77878
134,181,1468,58021
134,182,1396,53026
134,183,659,23692
134,185,647,23752
134,189,705,25254
134,190,778,27441
134,193,1176,153591
134,194,1164,153741
134,195,1190,153521
134,196,1168,153614
134,197,1176,153342
134,198,1269,152369
135,152,1414,54238
135,153,1416,54228
135,154,1415,54177
135,158,1017,43915
135,162,1402,54593
135,163,1396,54912
135,164,916,33485
135,168,656,23209
135,169,1388,56370
135,172,1518,64339
135,175,1680,73129
135,178,1706,80476
135,180,1777,79484
135,181,1471,58238
135,182,1390,53018
135,183,646,22970
135,185,644,23469
135,189,669,24295
135,190,790,27749
135,193,1802,83945
135,194,1814,84526
135,195,1803,83878
135,196,1798,83740
135,197,1812,84363
135,198,1799,83681
136,152,1268,47519
136,153,1264,47391
136,154,1269,47532
136,158,926,39086
136,162,1262,47831
136,163,1249,47806
136,164,827,30179
136,168,580,20947
136,169,1254,49377
136,172,1383,56265
136,175,1531,62983
136,178,1521,64737
136,180,1531,65573
136,181,1309,50486
136,182,1201,45709
136,183,567,20602
136,185,601,22016
136,189,618,22237
136,190,683,23312
136,193,1651,70018
136,194,1654,70289
136,195,1656,70127
136,196,1655,70121
136,197,1647,70175
136,198,1648,70046
138,152,201,6366
138,153,199,6314
138,154,202,6397
138,158,354,10507
138,162,195,6172
138,163,198,6295
138,164,237,7119
138,168,362,11440
138,169,194,6197
138,172,200,6327
138,175,203,6332
138,178,189,5987
138,180,205,6477
138,181,202,6428
138,182,203,6396
138,183,370,11475
138,185,94,3176
138,189,175,5425
138,190,85,2215
138,193,215,6712
138,194,216,6737
138,195,214,6695
138,196,213,6661
138,197,216,6736
138,198,213,6651
141,152,197,6459
141,153,193,6365
141,154,200,6541
141,158,324,9928
141,162,186,6113
141,163,198,6388
141,164,219,6733
141,168,340,11043
141,169,175,5827
141,172,194,6225
141,175,195,6306
141,178,183,6012
141,180,193,6369
141,181,196,6435
141,182,194,6344
141,183,334,10852
141,185,100,3371
141,189,156,5079
141,190,56,1364
141,193,200,6465
141,194,200,6465
141,195,200,6468
141,196,202,6493
141,197,202,6505
141,198,199,6417
142,152,153,5071
142,153,152,5044
142,154,160,5199
142,158,241,7588
142,162,156,5086
142,163,158,5147
142,164,181,5683
142,168,226,7411
142,169,182,5870
142,172,160,5247
142,175,157,5142
142,178,159,5207
142,180,164,5353
142,181,165,5376
142,182,158,5203
142,183,223,7438
142,185,91,3128
142,189,160,4996
142,190,144,4670
142,193,166,5468
142,194,167,5488
142,195,166,5469
142,196,166,5466
142,197,168,5508
142,198,166,5469
143,152,779,29465
143,153,779,29456
143,154,780,29340
143,158,637,25738
143,162,797,30012
143,163,795,30027
143,164,544,20508
143,168,458,17135
143,169,812,30629
143,172,829,32370
143,175,1127,47822
143,178,919,35264
143,180,1066,43125
143,181,806,30772
143,182,755,29043
143,183,461,17247
143,185,416,15406
143,189,441,16379
143,190,475,15937
143,193,941,37633
143,194,941,37607
143,195,942,37644
143,196,937,37593
143,197,939,37604
143,198,935,37465
144,152,401,15164
144,153,401,15160
144,154,405,15214
144,158,272,11822
144,162,413,15405
144,163,402,15338
144,164,310,11380
144,168,314,11459
144,169,388,14917
144,172,419,16329
144,175,489,19188
144,178,444,16747
144,180,478,18440
144,181,389,15169
144,182,403,15407
144,183,324,11718
144,185,249,9765
144,189,283,10441
144,190,235,7684
144,193,478,18093
144,194,477,18022
144,195,478,18088
144,196,476,18042
144,197,479,18063
144,198,476,17993
147,152,307,14220
147,153,306,14195
147,154,309,14169
147,158,535,20585
147,162,311,14169
147,163,311,14304
147,164,343,13436
147,168,730,41812
147,169,379,15809
147,172,347,14627
147,175,327,14765
147,178,320,14038
147,180,331,14921
147,181,309,14387
147,182,315,14407
147,183,714,41616
147,185,235,9054
147,189,294,11011
147,190,205,7089
147,193,333,15034
147,194,334,15020
147,195,332,15013
147,196,333,15036
147,197,334,15020
147,198,336,15062
148,152,602,22077
148,153,607,22211
148,154,606,22078
148,158,404,16941
148,162,600,22071
148,163,600,22204
148,164,528,18224
148,168,2331,104974
148,169,629,22549
148,172,610,21574
148,175,630,22663
148,178,617,22005
148,180,661,23680
148,181,617,22731
148,182,621,22382
148,183,2317,104655
148,185,252,9511
148,189,345,12312
148,190,313,9778
148,193,660,23728
148,194,659,23648
148,195,660,23706
148,196,659,23691
148,197,661,23719
148,198,659,23650
152,153,149,155539
152,154,1047,149275
152,158,1175,72381
152,162,1791,120104
152,163,1788,120062
152,164,973,36898
152,168,582,21576
152,169,1491,65234
152,172,1188,44335
152,175,1336,50874
152,178,1292,49182
152,180,1385,53194
152,181,1881,124879
152,182,1434,56408
152,183,563,21325
152,185,510,18658
152,189,561,19148
152,190,568,18218
152,193,1422,54253
152,194,1422,54328
152,195,1422,54265
152,196,1418,54210
152,197,1419,54268
152,198,1428,54445
153,154,1068,149073
153,158,1178,72338
153,162,1794,119874
153,163,1783,119702
153,164,970,36791
153,168,582,21624
153,169,1489,65052
153,172,1190,44353
153,175,1338,50849
153,178,1291,49106
153,180,1383,53111
153,181,1889,124857
153,182,1434,56376
153,183,567,21457
153,185,509,18627
153,189,564,19216
153,190,567,18205
153,193,1429,54355
153,194,1425,54347
153,195,1427,54323
153,196,1423,54267
153,197,1424,54329
153,198,1430,54435
154,158,1186,72632
154,162,1792,118765
154,163,1788,119047
154,164,982,36980
154,168,598,21806
154,169,1501,65066
154,172,1177,44147
154,175,1358,51260
154,178,1298,49180
154,180,1399,53486
154,181,1904,124524
154,182,1441,56535
154,183,581,21580
154,185,512,18610
154,189,562,19270
154,190,564,18175
154,193,1422,54319
154,194,1422,54408
154,195,1421,54307
154,196,1419,54295
154,197,1419,54338
154,198,1425,54427
158,162,1003,72943
158,163,1007,73025
158,164,934,35751
